12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
mjifb;Mahjong If...? [BET];MAME (Mame4all);;1990;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjikaga;Mahjong Ikaga Desu ka (Japan);Arcade;;1991?;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjikaga;Mahjong Ikaga Desu ka (Japan);MAME (Advance);;1991?;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjikaga;Mahjong Ikaga Desu ka (Japan);MAME (Libretro);;1991?;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjikaga;Mahjong Ikaga Desu ka (Japan);MAME (Mame4all);;1991?;Mitchell;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkaiser;Mahjong Haou Den - Kaiser's Quest;Final Burn Alpha;;1992;UPL;;;;;;0;;;;;
mjkinjas;Mahjong Kinjirareta Asobi (Japan);Arcade;;1991;Home Data;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkinjas;Mahjong Kinjirareta Asobi (Japan);MAME (Advance);;1991;Home Data;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkinjas;Mahjong Kinjirareta Asobi (Japan);MAME (Libretro);;1991;Home Data;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkinjas;Mahjong Kinjirareta Asobi (Japan);MAME (Mame4all);;1991;Home Data;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkoiura;Mahjong Koi Uranai (Japan set 1);Arcade;;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkoiura;Mahjong Koi Uranai (Japan set 1);MAME (Advance);;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkoiura;Mahjong Koi Uranai (Japan set 1);MAME (Libretro);;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjkoiura;Mahjong Koi Uranai (Japan set 1);MAME (Mame4all);;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlaman;Mahjong La Man (Japan);Arcade;;1993;Nichibutsu / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlaman;Mahjong La Man (Japan);MAME (Advance);;1993;Nichibutsu / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlaman;Mahjong La Man (Japan);MAME (Libretro);;1993;Nichibutsu / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlaman;Mahjong La Man (Japan);MAME (Mame4all);;1993;Nichibutsu / AV Japan;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlstory;Mahjong Jikken Love Story (Japan);Arcade;;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlstory;Mahjong Jikken Love Story (Japan);MAME (Advance);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlstory;Mahjong Jikken Love Story (Japan);MAME (Libretro);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjlstory;Mahjong Jikken Love Story (Japan);MAME (Mame4all);;1991;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjmyornt;Mahjong The Mysterious Orient;Arcade;;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyornt;Mahjong The Mysterious Orient;MAME (Advance);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyornt;Mahjong The Mysterious Orient;MAME (Libretro);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyornt;Mahjong The Mysterious Orient;MAME (Mame4all);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyster;Mahjong The Mysterious World (set 1);Arcade;;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyster;Mahjong The Mysterious World (set 1);MAME (Advance);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyster;Mahjong The Mysterious World (set 1);MAME (Libretro);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyster;Mahjong The Mysterious World (set 1);MAME (Mame4all);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyuniv;Mahjong The Mysterious Universe;Arcade;;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyuniv;Mahjong The Mysterious Universe;MAME (Advance);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyuniv;Mahjong The Mysterious Universe;MAME (Libretro);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmyuniv;Mahjong The Mysterious Universe;MAME (Mame4all);;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmywrld;Mahjong The Mysterious World (set 2);Arcade;mjmyster;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmywrld;Mahjong The Mysterious World (set 2);MAME (Advance);mjmyster;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmywrld;Mahjong The Mysterious World (set 2);MAME (Libretro);mjmyster;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjmywrld;Mahjong The Mysterious World (set 2);MAME (Mame4all);mjmyster;1994;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjnquest;Mahjong Quest (Japan);Arcade;;1990;Taito Corporation;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjnquest;Mahjong Quest (Japan);Final Burn Alpha;;1990;Taito Corporation;;;;;;0;;;;;
mjnquest;Mahjong Quest (Japan);MAME (Advance);;1990;Taito Corporation;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjnquest;Mahjong Quest (Japan);MAME (Libretro);;1990;Taito Corporation;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjnquest;Mahjong Quest (Japan);MAME (Mame4all);;1990;Taito Corporation;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjnquestb;Mahjong Quest (No Nudity);Arcade;mjnquest;1990;Taito Corporation;Tabletop / Mahjong;;;;;0;;;;;
mjnquestb;Mahjong Quest (No Nudity);Final Burn Alpha;mjnquest;1990;Taito Corporation;;;;;;0;;;;;
mjnquestb;Mahjong Quest (No Nudity);MAME (Advance);mjnquest;1990;Taito Corporation;Tabletop / Mahjong;;;;;0;;;;;
mjnquestb;Mahjong Quest (No Nudity);MAME (Libretro);mjnquest;1990;Taito Corporation;Tabletop / Mahjong;;;;;0;;;;;
mjnquestb;Mahjong Quest (No Nudity);MAME (Mame4all);mjnquest;1990;Taito Corporation;Tabletop / Mahjong;;;;;0;;;;;
mjprivat;Mahjong Private (Japan);Arcade;;1991;Matoba;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjprivat;Mahjong Private (Japan);MAME (Advance);;1991;Matoba;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjprivat;Mahjong Private (Japan);MAME (Libretro);;1991;Matoba;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjprivat;Mahjong Private (Japan);MAME (Mame4all);;1991;Matoba;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach1;Mahjong Reach Ippatsu (Japan);Arcade;;1998;Nihon System;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach1;Mahjong Reach Ippatsu (Japan);MAME (Advance);;1998;Nihon System;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach1;Mahjong Reach Ippatsu (Japan);MAME (Libretro);;1998;Nihon System;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach1;Mahjong Reach Ippatsu (Japan);MAME (Mame4all);;1998;Nihon System;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach;Mahjong Reach (bootleg);Arcade;;1994;bootleg / Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach;Mahjong Reach (bootleg);MAME (Advance);;1994;bootleg / Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach;Mahjong Reach (bootleg);MAME (Libretro);;1994;bootleg / Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjreach;Mahjong Reach (bootleg);MAME (Mame4all);;1994;bootleg / Dynax;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjuraden;Mahjong Uranai Densetsu (Japan);Arcade;;1992;Nichibutsu / Yubis;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjuraden;Mahjong Uranai Densetsu (Japan);MAME (Advance);;1992;Nichibutsu / Yubis;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjuraden;Mahjong Uranai Densetsu (Japan);MAME (Libretro);;1992;Nichibutsu / Yubis;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjuraden;Mahjong Uranai Densetsu (Japan);MAME (Mame4all);;1992;Nichibutsu / Yubis;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjvegasa;Mahjong Vegas (Japan, unprotected);Arcade;;1991;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjvegasa;Mahjong Vegas (Japan, unprotected);MAME (Advance);;1991;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjvegasa;Mahjong Vegas (Japan, unprotected);MAME (Libretro);;1991;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjvegasa;Mahjong Vegas (Japan, unprotected);MAME (Mame4all);;1991;Dynax;Tabletop / Mahjong;;;;;0;;;;;
mjwars;Mahjong Shikyaku Retsuden - Mahjong Wars;Final Burn Alpha;;1990;Nihon Bussan;;;;;;0;;;;;
mjyuugi;Mahjong Yuugi (Japan set 1);Arcade;;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjyuugi;Mahjong Yuugi (Japan set 1);MAME (Advance);;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjyuugi;Mahjong Yuugi (Japan set 1);MAME (Libretro);;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjyuugi;Mahjong Yuugi (Japan set 1);MAME (Mame4all);;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjyuugia;Mahjong Yuugi (Japan set 2);Arcade;mjyuugi;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjyuugia;Mahjong Yuugi (Japan set 2);MAME (Advance);mjyuugi;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjyuugia;Mahjong Yuugi (Japan set 2);MAME (Libretro);mjyuugi;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjyuugia;Mahjong Yuugi (Japan set 2);MAME (Mame4all);mjyuugi;1990;Visco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjzoomin;Mahjong Channel Zoom In (Japan);Arcade;;1990;Jaleco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjzoomin;Mahjong Channel Zoom In (Japan);MAME (Advance);;1990;Jaleco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjzoomin;Mahjong Channel Zoom In (Japan);MAME (Libretro);;1990;Jaleco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mjzoomin;Mahjong Channel Zoom In (Japan);MAME (Mame4all);;1990;Jaleco;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mk2;Mortal Kombat II (World);Final Burn Alpha;;1994;Acclaim Entertainment;;;;;;0;;;;;
mk2;Mortal Kombat II (rev L3.1);Arcade;;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2;Mortal Kombat II (rev L3.1);MAME (Advance);;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2;Mortal Kombat II (rev L3.1);MAME (Libretro);;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2;Mortal Kombat II (rev L3.1);MAME (Mame4all);;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2chal;Mortal Kombat II Challenger (hack);Arcade;mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2chal;Mortal Kombat II Challenger (hack);MAME (Advance);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2chal;Mortal Kombat II Challenger (hack);MAME (Libretro);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2chal;Mortal Kombat II Challenger (hack);MAME (Mame4all);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r11;Mortal Kombat II (rev L1.1);Arcade;mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r11;Mortal Kombat II (rev L1.1);MAME (Advance);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r11;Mortal Kombat II (rev L1.1);MAME (Libretro);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r11;Mortal Kombat II (rev L1.1);MAME (Mame4all);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r14;Mortal Kombat II (rev L1.4);Arcade;mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r14;Mortal Kombat II (rev L1.4);MAME (Advance);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r14;Mortal Kombat II (rev L1.4);MAME (Libretro);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r14;Mortal Kombat II (rev L1.4);MAME (Mame4all);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r20;Mortal Kombat II (rev L2.0);Arcade;mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r20;Mortal Kombat II (rev L2.0);MAME (Advance);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r20;Mortal Kombat II (rev L2.0);MAME (Libretro);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r20;Mortal Kombat II (rev L2.0);MAME (Mame4all);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r21;Mortal Kombat II (rev L2.1);Arcade;mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r21;Mortal Kombat II (rev L2.1);MAME (Advance);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r21;Mortal Kombat II (rev L2.1);MAME (Libretro);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r21;Mortal Kombat II (rev L2.1);MAME (Mame4all);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r30;Mortal Kombat II (rev L3.0);Arcade;mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r30;Mortal Kombat II (rev L3.0);MAME (Advance);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r30;Mortal Kombat II (rev L3.0);MAME (Libretro);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r30;Mortal Kombat II (rev L3.0);MAME (Mame4all);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r31e;Mortal Kombat II (rev L3.1 (European));Arcade;mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r31e;Mortal Kombat II (rev L3.1 (European));MAME (Advance);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r31e;Mortal Kombat II (rev L3.1 (European));MAME (Libretro);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r31e;Mortal Kombat II (rev L3.1 (European));MAME (Mame4all);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r32e;Mortal Kombat II (rev L3.2 (European));Arcade;mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r32e;Mortal Kombat II (rev L3.2 (European));MAME (Advance);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r32e;Mortal Kombat II (rev L3.2 (European));MAME (Libretro);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r32e;Mortal Kombat II (rev L3.2 (European));MAME (Mame4all);mk2;1993;Midway;Fighter / Versus;;;;;0;;;;;
mk2r42;Mortal Kombat II (rev L4.2, hack);Arcade;mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r42;Mortal Kombat II (rev L4.2, hack);MAME (Advance);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r42;Mortal Kombat II (rev L4.2, hack);MAME (Libretro);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r42;Mortal Kombat II (rev L4.2, hack);MAME (Mame4all);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r91;Mortal Kombat II (rev L9.1, hack);Arcade;mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r91;Mortal Kombat II (rev L9.1, hack);MAME (Advance);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r91;Mortal Kombat II (rev L9.1, hack);MAME (Libretro);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk2r91;Mortal Kombat II (rev L9.1, hack);MAME (Mame4all);mk2;1993;hack;Fighter / Versus;;;;;0;;;;;
mk3;Mortal Kombat 3 (Euro);Final Burn Alpha;;1995;Acclaim Entertainment;;;;;;0;;;;;
mk3;Mortal Kombat 3 (rev 2.1);Arcade;;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3;Mortal Kombat 3 (rev 2.1);MAME (Advance);;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3;Mortal Kombat 3 (rev 2.1);MAME (Libretro);;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3;Mortal Kombat 3 (rev 2.1);MAME (Mame4all);;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3mdb;Mortal Kombat 3 (bootleg of Megadrive version);Arcade;;1996;bootleg / Midway;Fighter / Versus;;;;;0;;;;;
mk3mdb;Mortal Kombat 3 (bootleg of Megadrive version);MAME (Advance);;1996;bootleg / Midway;Fighter / Versus;;;;;0;;;;;
mk3mdb;Mortal Kombat 3 (bootleg of Megadrive version);MAME (Libretro);;1996;bootleg / Midway;Fighter / Versus;;;;;0;;;;;
mk3mdb;Mortal Kombat 3 (bootleg of Megadrive version);MAME (Mame4all);;1996;bootleg / Midway;Fighter / Versus;;;;;0;;;;;
mk3p40;Mortal Kombat 3 (rev 1 chip label p4.0);Arcade;mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3p40;Mortal Kombat 3 (rev 1 chip label p4.0);MAME (Advance);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3p40;Mortal Kombat 3 (rev 1 chip label p4.0);MAME (Libretro);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3p40;Mortal Kombat 3 (rev 1 chip label p4.0);MAME (Mame4all);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r10;Mortal Kombat 3 (rev 1.0);Arcade;mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r10;Mortal Kombat 3 (rev 1.0);MAME (Advance);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r10;Mortal Kombat 3 (rev 1.0);MAME (Libretro);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r10;Mortal Kombat 3 (rev 1.0);MAME (Mame4all);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r20;Mortal Kombat 3 (rev 2.0);Arcade;mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r20;Mortal Kombat 3 (rev 2.0);MAME (Advance);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r20;Mortal Kombat 3 (rev 2.0);MAME (Libretro);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3r20;Mortal Kombat 3 (rev 2.0);MAME (Mame4all);mk3;1994;Midway;Fighter / Versus;;;;;0;;;;;
mk3u;Mortal Kombat 3 (USA);Final Burn Alpha;mk3;1995;Williams;;;;;;0;;;;;
mk4;Mortal Kombat 4 (version 3.0);Arcade;;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4;Mortal Kombat 4 (version 3.0);MAME (Advance);;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4;Mortal Kombat 4 (version 3.0);MAME (Libretro);;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4;Mortal Kombat 4 (version 3.0);MAME (Mame4all);;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4a;Mortal Kombat 4 (version 2.1);Arcade;mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4a;Mortal Kombat 4 (version 2.1);MAME (Advance);mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4a;Mortal Kombat 4 (version 2.1);MAME (Libretro);mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4a;Mortal Kombat 4 (version 2.1);MAME (Mame4all);mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4b;Mortal Kombat 4 (version 1.0);Arcade;mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4b;Mortal Kombat 4 (version 1.0);MAME (Advance);mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4b;Mortal Kombat 4 (version 1.0);MAME (Libretro);mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk4b;Mortal Kombat 4 (version 1.0);MAME (Mame4all);mk4;1997;Midway;Fighter / Versus;;;;;0;;;;;
mk5;MK 5 - Mortal Combat - SubZero;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
mk5a;MK 5 - Mortal Combat - SubZero (Pirate);Final Burn Alpha;mk5;199?;unlicensed;;;;;;0;;;;;
mk;Mortal Kombat (World, v1.1);Final Burn Alpha;;1993;Arena;;;;;;0;;;;;
mk;Mortal Kombat (rev 5.0 T-Unit 03/19/93);Arcade;;1992;Midway;Fighter / Versus;;;;;0;;;;;
mk;Mortal Kombat (rev 5.0 T-Unit 03/19/93);MAME (Advance);;1992;Midway;Fighter / Versus;;;;;0;;;;;
mk;Mortal Kombat (rev 5.0 T-Unit 03/19/93);MAME (Libretro);;1992;Midway;Fighter / Versus;;;;;0;;;;;
mk;Mortal Kombat (rev 5.0 T-Unit 03/19/93);MAME (Mame4all);;1992;Midway;Fighter / Versus;;;;;0;;;;;
mka;Mortal Kombat (World);Final Burn Alpha;mk;1993;Arena;;;;;;0;;;;;
mkeibaou;Mahjong Keibaou (Japan);Arcade;;1993;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkeibaou;Mahjong Keibaou (Japan);MAME (Advance);;1993;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkeibaou;Mahjong Keibaou (Japan);MAME (Libretro);;1993;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkeibaou;Mahjong Keibaou (Japan);MAME (Mame4all);;1993;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkla1;Mortal Kombat (rev 1.0 08/09/92);Arcade;mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla1;Mortal Kombat (rev 1.0 08/09/92);MAME (Advance);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla1;Mortal Kombat (rev 1.0 08/09/92);MAME (Libretro);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla1;Mortal Kombat (rev 1.0 08/09/92);MAME (Mame4all);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla2;Mortal Kombat (rev 2.0 08/18/92);Arcade;mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla2;Mortal Kombat (rev 2.0 08/18/92);MAME (Advance);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla2;Mortal Kombat (rev 2.0 08/18/92);MAME (Libretro);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla2;Mortal Kombat (rev 2.0 08/18/92);MAME (Mame4all);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla3;Mortal Kombat (rev 3.0 08/31/92);Arcade;mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla3;Mortal Kombat (rev 3.0 08/31/92);MAME (Advance);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla3;Mortal Kombat (rev 3.0 08/31/92);MAME (Libretro);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla3;Mortal Kombat (rev 3.0 08/31/92);MAME (Mame4all);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla4;Mortal Kombat (rev 4.0 09/28/92);Arcade;mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla4;Mortal Kombat (rev 4.0 09/28/92);MAME (Advance);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla4;Mortal Kombat (rev 4.0 09/28/92);MAME (Libretro);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkla4;Mortal Kombat (rev 4.0 09/28/92);MAME (Mame4all);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mknifty666;Mortal Kombat (Nifty Kombo 666, hack);Arcade;mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mknifty666;Mortal Kombat (Nifty Kombo 666, hack);MAME (Advance);mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mknifty666;Mortal Kombat (Nifty Kombo 666, hack);MAME (Libretro);mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mknifty666;Mortal Kombat (Nifty Kombo 666, hack);MAME (Mame4all);mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mknifty;Mortal Kombat (Nifty Kombo, hack);Arcade;mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mknifty;Mortal Kombat (Nifty Kombo, hack);MAME (Advance);mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mknifty;Mortal Kombat (Nifty Kombo, hack);MAME (Libretro);mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mknifty;Mortal Kombat (Nifty Kombo, hack);MAME (Mame4all);mk;1992;hack;Fighter / Versus;;;;;0;;;;;
mkoiuraa;Mahjong Koi Uranai (Japan set 2);Arcade;mjkoiura;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkoiuraa;Mahjong Koi Uranai (Japan set 2);MAME (Advance);mjkoiura;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkoiuraa;Mahjong Koi Uranai (Japan set 2);MAME (Libretro);mjkoiura;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkoiuraa;Mahjong Koi Uranai (Japan set 2);MAME (Mame4all);mjkoiura;1992;Nichibutsu;Tabletop / Mahjong * Mature *;;;;;0;;;;;
mkprot4;Mortal Kombat (prototype, rev 4.0 07/14/92);Arcade;mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot4;Mortal Kombat (prototype, rev 4.0 07/14/92);MAME (Advance);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot4;Mortal Kombat (prototype, rev 4.0 07/14/92);MAME (Libretro);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot4;Mortal Kombat (prototype, rev 4.0 07/14/92);MAME (Mame4all);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot8;Mortal Kombat (prototype, rev 8.0 07/21/92);Arcade;mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot8;Mortal Kombat (prototype, rev 8.0 07/21/92);MAME (Advance);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot8;Mortal Kombat (prototype, rev 8.0 07/21/92);MAME (Libretro);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot8;Mortal Kombat (prototype, rev 8.0 07/21/92);MAME (Mame4all);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot9;Mortal Kombat (prototype, rev 9.0 07/28/92);Arcade;mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot9;Mortal Kombat (prototype, rev 9.0 07/28/92);MAME (Advance);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
mkprot9;Mortal Kombat (prototype, rev 9.0 07/28/92);MAME (Libretro);mk;1992;Midway;Fighter / Versus;;;;;0;;;;;
