#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Atomix (Europe);Atomix (Europe);Atari ST;;1989;Thalion;Puzzle;;;;;0;;;;;
Atomix (Germany);Atomix (Germany);Commodore 64;;1990;Thalion;Puzzle;;;;;0;;;;;
Averno (Spain);Averno (Spain);Sinclair ZX Spectrum;;1989;Proein Soft Line;Puzzle;;;;;0;;;;;
Axis (Europe) (Unl);Axis (Europe) (Unl);Atari ST;;1993;Serious Software;Puzzle;;;;;0;;;;;
Babel no Tou (Japan);Babel no Tou (Japan);Nintendo Famicom;;1986;Namco;Puzzle;;;;;0;;;;;
BABEL - The King of the Blocks (USA);Babel The King of the Blocks;Sony PSP Minis;;2011;StormBASIC Games;Puzzle;;;;;0;;;;;
Baku Baku Animal (Brazil);Baku Baku Animal (Brazil);Sega Master System;;1998;Sega;Puzzle;;;;;0;;;;;
Baku Baku Animal (USA);Baku Baku Animal (USA);Sega Game Gear;;1996;Sega;Puzzle;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);Arcade;;1995;Sega;Puzzle;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);Arcade;;1995;Sega;Puzzle / Drop;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);Final Burn Alpha;;1995;Sega;Puzzle;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Advance);;1995;Sega;Puzzle;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Advance);;1995;Sega;Puzzle / Drop;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Libretro);;1995;Sega;Puzzle;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Libretro);;1995;Sega;Puzzle / Drop;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Mame4all);;1995;Sega;Puzzle;;;;;0;;;;;
bakubaku;Baku Baku Animal (J 950407 V1.000);MAME (Mame4all);;1995;Sega;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;Arcade;;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;Final Burn Alpha;;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;MAME (Advance);;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;MAME (Libretro);;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
ballbros;Balloon Brothers;MAME (Mame4all);;1992;East Technology;Puzzle / Drop;;;;;0;;;;;
Balldozer (Europe) (Unl);Balldozer (Europe) (Unl);Amstrad CPC;;1991;Jeroen Erkens;Puzzle;;;;;0;;;;;
Ball Game, The (Europe);Ball Game, The (Europe);Atari ST;;1991;Electronic Zoo;Puzzle;;;;;0;;;;;
Balling (France) (Unl);Balling (France) (Unl);Amstrad CPC;;19xx;Micro News;Puzzle;;;;;0;;;;;
Ballistic (USA);Ballistic (USA);Nintendo Game Boy Color;;1999;Atari;Puzzle;;;;;0;;;;;
Ballistic (USA);Ballistic (USA);Sony PlayStation;;1999;Infogrames;Puzzle;;;;;0;;;;;
Ballistic (USA);Ballistic (USA);Sony PSP;;1999;Infogrames;Puzzle;;;;;0;;;;;
Ball-Job (Germany);Ball-Job (Germany);Commodore 64;;1993;CP Verlag;Puzzle;;;;;0;;;;;
Balls Quest (Europe) (Unl);Balls Quest (Europe) (Unl);Atari ST;;19xx;L. Ramon;Puzzle;;;;;0;;;;;
Balls Up (Europe) (Unl);Balls Up (Europe) (Unl);Atari ST;;19xx;Poon Software;Puzzle;;;;;0;;;;;
Bambino and the Puzzle (Europe);Bambino and the Puzzle (Europe);Atari ST;;1989;Carrez Editions;Puzzle;;;;;0;;;;;
Banana (Japan) (Translated En);Banana (Japan) (Translated En);Nintendo Famicom;;1986;Victor Interactive Software;Puzzle;;;;;0;;;;;
bangball;Bang Bang Ball (v1.05);Arcade;;1996;Banpresto / Kunihiko Tashiro+Goodhouse;Puzzle / Toss;;;;;0;;;;;
bangball;Bang Bang Ball (v1.05);Final Burn Alpha;;1996;Banpresto / Kunihiko Tashiro+Goodhouse;Puzzle / Toss;;;;;0;;;;;
bangball;Bang Bang Ball (v1.05);MAME (Advance);;1996;Banpresto / Kunihiko Tashiro+Goodhouse;Puzzle / Toss;;;;;0;;;;;
bangball;Bang Bang Ball (v1.05);MAME (Libretro);;1996;Banpresto / Kunihiko Tashiro+Goodhouse;Puzzle / Toss;;;;;0;;;;;
bangball;Bang Bang Ball (v1.05);MAME (Mame4all);;1996;Banpresto / Kunihiko Tashiro+Goodhouse;Puzzle / Toss;;;;;0;;;;;
Barmelo 3D (France);Barmelo 3D (France);Amstrad CPC;;1987;Infomedia;Puzzle;;;;;0;;;;;
barrier;Barrier;Arcade;;1979;Cinematronics (Vectorbeam license);Puzzle / Misc.;;;;;0;;;;;
barrier;Barrier;Final Burn Alpha;;1979;Cinematronics (Vectorbeam license);Puzzle / Misc.;;;;;0;;;;;
barrier;Barrier;MAME (Advance);;1979;Cinematronics (Vectorbeam license);Puzzle / Misc.;;;;;0;;;;;
barrier;Barrier;MAME (Libretro);;1979;Cinematronics (Vectorbeam license);Puzzle / Misc.;;;;;0;;;;;
barrier;Barrier;MAME (Mame4all);;1979;Cinematronics (Vectorbeam license);Puzzle / Misc.;;;;;0;;;;;
Bashi Blocks (USA);Soccer Bashi (AKA Bashi Blocks);Sony PSP Minis;;2011;Icon Games;Puzzle;;;;;0;;;;;
batlballa;Battle Balls (Hong Kong);Arcade;senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballa;Battle Balls (Hong Kong);Final Burn Alpha;senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballa;Battle Balls (Hong Kong);MAME (Advance);senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballa;Battle Balls (Hong Kong);MAME (Libretro);senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballa;Battle Balls (Hong Kong);MAME (Mame4all);senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlball;Battle Balls (Germany);Arcade;senkyu;1995;Seibu Kaihatsu (Tuning license);Puzzle / Drop;;;;;0;;;;;
batlball;Battle Balls (Germany);Final Burn Alpha;senkyu;1995;Seibu Kaihatsu (Tuning license);Puzzle / Drop;;;;;0;;;;;
batlball;Battle Balls (Germany);MAME (Advance);senkyu;1995;Seibu Kaihatsu (Tuning license);Puzzle / Drop;;;;;0;;;;;
batlball;Battle Balls (Germany);MAME (Libretro);senkyu;1995;Seibu Kaihatsu (Tuning license);Puzzle / Drop;;;;;0;;;;;
batlball;Battle Balls (Germany);MAME (Mame4all);senkyu;1995;Seibu Kaihatsu (Tuning license);Puzzle / Drop;;;;;0;;;;;
batlballe;Battle Balls (Hong Kong, earlier);Arcade;senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballe;Battle Balls (Hong Kong, earlier);Final Burn Alpha;senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballe;Battle Balls (Hong Kong, earlier);MAME (Advance);senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballe;Battle Balls (Hong Kong, earlier);MAME (Libretro);senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballe;Battle Balls (Hong Kong, earlier);MAME (Mame4all);senkyu;1995;Seibu Kaihatsu (Metrotainment license);Puzzle / Drop;;;;;0;;;;;
batlballu;Battle Balls (US);Arcade;senkyu;1995;Seibu Kaihatsu (Fabtek license);Puzzle / Drop;;;;;0;;;;;
batlballu;Battle Balls (US);Final Burn Alpha;senkyu;1995;Seibu Kaihatsu (Fabtek license);Puzzle / Drop;;;;;0;;;;;
batlballu;Battle Balls (US);MAME (Advance);senkyu;1995;Seibu Kaihatsu (Fabtek license);Puzzle / Drop;;;;;0;;;;;
batlballu;Battle Balls (US);MAME (Libretro);senkyu;1995;Seibu Kaihatsu (Fabtek license);Puzzle / Drop;;;;;0;;;;;
batlballu;Battle Balls (US);MAME (Mame4all);senkyu;1995;Seibu Kaihatsu (Fabtek license);Puzzle / Drop;;;;;0;;;;;
batlbubl;Battle Bubble (v2.00);Arcade;bangball;1999;Banpresto (Limenko license?);Puzzle / Toss;;;;;0;;;;;
batlbubl;Battle Bubble (v2.00);Final Burn Alpha;bangball;1999;Banpresto (Limenko license?);Puzzle / Toss;;;;;0;;;;;
batlbubl;Battle Bubble (v2.00);MAME (Advance);bangball;1999;Banpresto (Limenko license?);Puzzle / Toss;;;;;0;;;;;
batlbubl;Battle Bubble (v2.00);MAME (Libretro);bangball;1999;Banpresto (Limenko license?);Puzzle / Toss;;;;;0;;;;;
batlbubl;Battle Bubble (v2.00);MAME (Mame4all);bangball;1999;Banpresto (Limenko license?);Puzzle / Toss;;;;;0;;;;;
Battletris (Europe) (Unl);Battletris (Europe) (Unl);Atari ST;;1994;New Core;Puzzle;;;;;0;;;;;
Battletris+ (Europe) (Unl);Battletris+ (Europe) (Unl);Atari ST;;1994;New Core;Puzzle;;;;;0;;;;;
Bazaru Degozaru no Game Degozaru (Japan);Bazaru Degozaru no Game Degozaru (Japan);NEC PC Engine-CD;;1996;NEC HomeElectronics;Puzzle;;;;;0;;;;;
bballsa;Bouncing Balls (Adult);Arcade;bballs;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballsa;Bouncing Balls (Adult);Final Burn Alpha;bballs;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballsa;Bouncing Balls (Adult);MAME (Advance);bballs;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballsa;Bouncing Balls (Adult);MAME (Libretro);bballs;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballsa;Bouncing Balls (Adult);MAME (Mame4all);bballs;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballs;Bouncing Balls;Arcade;;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballs;Bouncing Balls;Final Burn Alpha;;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballs;Bouncing Balls;MAME (Advance);;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballs;Bouncing Balls;MAME (Libretro);;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
bballs;Bouncing Balls;MAME (Mame4all);;1991;Comad;Puzzle / Drop * Mature *;;;;;0;;;;;
Beam 'em Up (USA);Beam 'em Up;Sony PSP Minis;;2010;Immersive Games;Puzzle;;;;;0;;;;;
Beam (Europe);Beam (Europe);Atari ST;;1989;Magic Bytes;Puzzle;;;;;0;;;;;
Ben (Europe);Ben (Europe);Commodore 64;;1989;CP Verlag/Game On;Puzzle;;;;;0;;;;;
BeTiled! (Europe) (Unl);BeTiled! (Europe) (Unl);Amstrad CPC;;2009;CEZ Games Studio;Puzzle;;;;;0;;;;;
bigtwinb;Big Twin (No Girls Conversion);Arcade;bigtwin;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwinb;Big Twin (No Girls Conversion);Final Burn Alpha;bigtwin;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwinb;Big Twin (No Girls Conversion);MAME (Advance);bigtwin;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwinb;Big Twin (No Girls Conversion);MAME (Libretro);bigtwin;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwinb;Big Twin (No Girls Conversion);MAME (Mame4all);bigtwin;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwin;Big Twin;Arcade;;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwin;Big Twin;Final Burn Alpha;;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwin;Big Twin;MAME (Advance);;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwin;Big Twin;MAME (Libretro);;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
bigtwin;Big Twin;MAME (Mame4all);;1995;Playmark;Puzzle / Drop * Mature *;;;;;0;;;;;
Big Word Puzzle Book (Europe) (En,Fr,De,Es,It) [b];Big Word Puzzle Book;Nintendo DS;;;;;;;;;0;;;;;
Bike Hike (USA);Bike Hike (USA);Commodore 64;;1985;Learning Technologies, Inc.;Puzzle;;;;;0;;;;;
bikkuric;Bikkuri Card (Japan);Arcade;;1987;"&lt;unknown&gt;";Puzzle / Match;;;;;0;;;;;
bikkuric;Bikkuri Card (Japan);Final Burn Alpha;;1987;"&lt;unknown&gt;";Puzzle / Match;;;;;0;;;;;
bikkuric;Bikkuri Card (Japan);MAME (Advance);;1987;"&lt;unknown&gt;";Puzzle / Match;;;;;0;;;;;
bikkuric;Bikkuri Card (Japan);MAME (Libretro);;1987;"&lt;unknown&gt;";Puzzle / Match;;;;;0;;;;;
bikkuric;Bikkuri Card (Japan);MAME (Mame4all);;1987;"&lt;unknown&gt;";Puzzle / Match;;;;;0;;;;;
Billboard (Europe);Billboard (Europe);Commodore 64;;1989;Silverbird;Puzzle;;;;;0;;;;;
Bishoujo Senshi Sailor Moon S - Kondo wa Puzzle de Oshioki yo! (Japan);Bishoujo Senshi Sailor Moon S - Kondo wa Puzzle de Oshioki yo! (Japan);Nintendo Super Famicom;;1994;Tom Create;Puzzle;;;;;0;;;;;
Bishoujo Senshi Sailor Moon S - Kurukkurin (Japan);Bishoujo Senshi Sailor Moon S - Kurukkurin (Japan);Nintendo Super Famicom;;1995;Tom Create;Puzzle;;;;;0;;;;;
Bishoujo Senshi Sailor Moon Super S - Fuwafuwa Panic (Japan);Bishoujo Senshi Sailor Moon Super S - Fuwafuwa Panic (Japan);Nintendo Super Famicom;;1995;Tom Create;Puzzle;;;;;0;;;;;
Bishoujo Sexy Puzzle (Japan) (Unl);Bishoujo Sexy Puzzle (Japan) (Unl);Nintendo Famicom Disk System;;1988;Super PIG;Puzzle;;;;;0;;;;;
Black Box (Germany) (Unl);Black Box (Germany) (Unl);Atari ST;;19xx;Christoph Von Pagalies;Puzzle;;;;;0;;;;;
Black Box, The (USA);Black Box, The (USA);Commodore 64;;1983;MicroSpec;Puzzle;;;;;0;;;;;
Black It! (Europe);Black It! (Europe);Commodore 64;;1995;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
Blastermind (Side A) (Europe);Blastermind (Side A) (Europe);Sinclair ZX Spectrum;;1983;Martech Games;Puzzle;;;;;0;;;;;
Blastermind (Side B) (Europe);Blastermind (Side B) (Europe);Sinclair ZX Spectrum;;1983;Martech Games;Puzzle;;;;;0;;;;;
Blast Off (USA);Blast Off;Sony PSP Minis;;2009;Halfbrick Studios;Puzzle;;;;;0;;;;;
Blind Man's Bluff (USA);Blind Man's Bluff (USA);Commodore 64;;1984;Advantage*Artworx;Puzzle;;;;;0;;;;;
blkbustr;BlockBuster;Arcade;mrjong;1983;Kiwako (ECI license);Puzzle / Maze;;;;;0;;;;;
blkbustr;BlockBuster;Final Burn Alpha;mrjong;1983;Kiwako (ECI license);Puzzle / Maze;;;;;0;;;;;
blkbustr;BlockBuster;MAME (Advance);mrjong;1983;Kiwako (ECI license);Puzzle / Maze;;;;;0;;;;;
blkbustr;BlockBuster;MAME (Libretro);mrjong;1983;Kiwako (ECI license);Puzzle / Maze;;;;;0;;;;;
blkbustr;BlockBuster;MAME (Mame4all);mrjong;1983;Kiwako (ECI license);Puzzle / Maze;;;;;0;;;;;
blktouch;Black Touch (Korea);Arcade;;199?;Yang Gi Co Ltd.;Puzzle / Match;;;;;0;;;;;
blktouch;Black Touch (Korea);Final Burn Alpha;;199?;Yang Gi Co Ltd.;Puzzle / Match;;;;;0;;;;;
blktouch;Black Touch (Korea);MAME (Advance);;199?;Yang Gi Co Ltd.;Puzzle / Match;;;;;0;;;;;
blktouch;Black Touch (Korea);MAME (Libretro);;199?;Yang Gi Co Ltd.;Puzzle / Match;;;;;0;;;;;
blktouch;Black Touch (Korea);MAME (Mame4all);;199?;Yang Gi Co Ltd.;Puzzle / Match;;;;;0;;;;;
Block Cascade Fusion (USA);Block Cascade Fusion;Sony PSP Minis;;2011;Gamelion Studios;Puzzle;;;;;0;;;;;
blockhl;Block Hole;Arcade;;1989;Konami;Puzzle;;;;;0;;;;;
blockhl;Block Hole;Arcade;;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
blockhl;Block Hole;Final Burn Alpha;;1989;Konami;Puzzle;;;;;0;;;;;
blockhl;Block Hole;MAME (Advance);;1989;Konami;Puzzle;;;;;0;;;;;
blockhl;Block Hole;MAME (Advance);;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
blockhl;Block Hole;MAME (Libretro);;1989;Konami;Puzzle;;;;;0;;;;;
blockhl;Block Hole;MAME (Libretro);;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
blockhl;Block Hole;MAME (Mame4all);;1989;Konami;Puzzle;;;;;0;;;;;
blockhl;Block Hole;MAME (Mame4all);;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
Blockids (USA);Blockids (USA);Sony PlayStation;;2003;Natsume;Puzzle;;;;;0;;;;;
Blockids (USA);Blockids (USA);Sony PSP;;2003;Natsume;Puzzle;;;;;0;;;;;
blockout2;Block Out (set 2);Arcade;blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout2;Block Out (set 2);Final Burn Alpha;blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout2;Block Out (set 2);MAME (Advance);blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout2;Block Out (set 2);MAME (Libretro);blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout2;Block Out (set 2);MAME (Mame4all);blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout;Block Out (set 1);Arcade;;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout;Block Out (set 1);Final Burn Alpha;;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout;Block Out (set 1);MAME (Advance);;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout;Block Out (set 1);MAME (Libretro);;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockout;Block Out (set 1);MAME (Mame4all);;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockoutj;Block Out (Japan);Arcade;blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockoutj;Block Out (Japan);Final Burn Alpha;blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockoutj;Block Out (Japan);MAME (Advance);blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockoutj;Block Out (Japan);MAME (Libretro);blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
blockoutj;Block Out (Japan);MAME (Mame4all);blockout;1989;Technos Japan / California Dreams;Puzzle / Drop;;;;;0;;;;;
Block Out (USA);Block Out (USA);Atari ST;;1990;California Dreams;Puzzle;;;;;0;;;;;
Block Out (USA);Block Out (USA);Commodore 64;;1989;California Dreams;Puzzle;;;;;0;;;;;
Block Out (USA, Europe);Block Out (USA, Europe);Atari Lynx;;1991;Atari;Puzzle;;;;;0;;;;;
Block Out (USA) (Proto);Block Out (USA) (Proto);Nintendo Entertainment System;;1990;California Dreams;Puzzle;;;;;0;;;;;
Blockout (World);Blockout (World);Sega Genesis;;1991;California Dreams;Puzzle;;;;;0;;;;;
Blocks (J F Publishing, Inc.) (USA) (Unl);Blocks (J F Publishing, Inc.) (USA) (Unl);Commodore 64;;2002;J & F Publishing, Inc.;Puzzle;;;;;0;;;;;
Blocks (Magna Media) (Europe) (Unl);Blocks (Magna Media) (Europe) (Unl);Commodore 64;;1998;Magna Media;Puzzle;;;;;0;;;;;
Blocktower (Europe);Blocktower (Europe);Commodore 64;;1987;Wicked Software;Puzzle;;;;;0;;;;;
Blodia (Japan);Blodia (Japan);Nintendo Game Boy;;1990;Tonkin House;Puzzle;;;;;0;;;;;
Blodia Land - Puzzle Quest (Japan);Blodia Land - Puzzle Quest (Japan);Nintendo Famicom;;1990;Tonkin House;Puzzle;;;;;0;;;;;
Blok Copy (Europe) (Unl);Blok Copy (Europe) (Unl);Commodore 64;;2009;Cosine Systems;Puzzle;;;;;0;;;;;
Bloons (USA);Bloons;Sony PSP Minis;;2009;Bloober Team;Puzzle;;;;;0;;;;;
Blowaway Bob (Europe) (Unl);Blowaway Bob (Europe) (Unl);Amstrad CPC;;1995;The Electric Monk of TGS;Puzzle;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);Arcade;;1989;Sega;Puzzle;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);Arcade;;1989;Sega;Puzzle / Drop;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);Final Burn Alpha;;1989;Sega;Puzzle;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);MAME (Advance);;1989;Sega;Puzzle;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);MAME (Advance);;1989;Sega;Puzzle / Drop;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);MAME (Libretro);;1989;Sega;Puzzle;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);MAME (Libretro);;1989;Sega;Puzzle / Drop;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);MAME (Mame4all);;1989;Sega;Puzzle;;;;;0;;;;;
bloxeed;Bloxeed (Japan, FD1094 317-0139);MAME (Mame4all);;1989;Sega;Puzzle / Drop;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);Arcade;bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);Arcade;bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);Final Burn Alpha;bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);MAME (Advance);bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);MAME (Advance);bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);MAME (Libretro);bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);MAME (Libretro);bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);MAME (Mame4all);bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedc;Bloxeed (World, C System);MAME (Mame4all);bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);Arcade;bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);Arcade;bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);Final Burn Alpha;bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);MAME (Advance);bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);MAME (Advance);bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);MAME (Libretro);bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);MAME (Libretro);bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);MAME (Mame4all);bloxeed;1989;Sega / Elorg;Puzzle;;;;;0;;;;;
bloxeedu;Bloxeed (US, C System);MAME (Mame4all);bloxeed;1989;Sega / Elorg;Puzzle / Drop;;;;;0;;;;;
Blox (Europe) (Unl);Blox (Europe) (Unl);Commodore 64;;1997;Magna Media/64'er;Puzzle;;;;;0;;;;;
Blubria (Europe);Blubria (Europe);Commodore 64;;1995;CP Verlag/Game On;Puzzle;;;;;0;;;;;
Blue Angel 69 (CPC+) (Europe) (Unl);Blue Angel 69 (CPC+) (Europe) (Unl);Amstrad CPC;;2010;Kevin Thacker;Puzzle;;;;;0;;;;;
Blue Angel 69 (Europe);Blue Angel 69 (Europe);Atari ST;;1989;Magic Bytes;Puzzle;;;;;0;;;;;
Blue Angel 69 (Europe);Blue Angel 69 (Europe);Commodore 64;;1989;Magic Bytes;Puzzle;;;;;0;;;;;
Blue's Clues - Blue's Alphabet Book (USA);Blue's Clues - Blue's Alphabet Book (USA);Nintendo Game Boy Color;;2001;Mattel;Puzzle;;;;;0;;;;;
Blumen & Muster Puzzle - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It) [b];Blumen & Muster Puzzle - Echter Puzzlespass fuer Unterwegs;Nintendo DS;;;;;;;;;0;;;;;
Bobbles! (USA) (Unl);Bobbles! (USA) (Unl);Atari ST;;1991;Dave Munsie;Puzzle;;;;;0;;;;;
Bobby Yazz Show, The (Europe);Bobby Yazz Show, The (Europe);Sinclair ZX Spectrum;;1991;Crash;Puzzle;;;;;0;;;;;
Boggle Plus (USA);Boggle Plus (USA);Nintendo Game Boy;;1992;Parker Bros;Puzzle;;;;;0;;;;;
Boggles - The Mind Boggler (Europe);Boggles - The Mind Boggler (Europe);Commodore 64;;1984;Cascade Games Ltd.;Puzzle;;;;;0;;;;;
Boing (Europe) (Unl);Boing (Europe) (Unl);Atari ST;;1990;ST User;Puzzle;;;;;0;;;;;
Bomber Man GB 3 (Japan) (Translated En);Bomber Man GB 3 (Japan) (Translated En);Nintendo Game Boy;;1996;Hudson;Puzzle;;;;;0;;;;;
Bomberman II (USA);Bomberman II (USA);Nintendo Entertainment System;;1993;Hudson;Puzzle;;;;;0;;;;;
Bomberman (Japan);Bomberman (Japan);Nintendo Famicom Disk System;;1990;Hudson Soft;Puzzle;;;;;0;;;;;
Bomberman Max 2 - Blue Advance (USA);Bomberman Max 2 - Blue Advance (USA);Nintendo Game Boy Advance;;2002;Majesco Games;Puzzle;;;;;0;;;;;
Bomberman Max 2 - Red Advance (USA);Bomberman Max 2 - Red Advance (USA);Nintendo Game Boy Advance;;2002;Majesco Games;Puzzle;;;;;0;;;;;
Bomberman - Panic Bomber (Japan);Bomberman - Panic Bomber (Japan);NEC PC Engine-CD;;1994;Hudson Soft;Puzzle;;;;;0;;;;;
Bomberman Tournament (USA, Europe);Bomberman Tournament (USA, Europe);Nintendo Game Boy Advance;;2001;Activision;Puzzle;;;;;0;;;;;
Bomberman (USA);Bomberman (USA);NEC TurboGrafx-16;;1990;Turbo Technologies, Inc.;Puzzle;;;;;0;;;;;
Bomberman (USA);Bomberman (USA);Nintendo Entertainment System;;1989;Hudson;Puzzle;;;;;0;;;;;
Bomberman - Users Battle (Japan);Bomberman - Users Battle;NEC PC Engine;;1990;Hudson;Puzzle;;;;;0;;;;;
